appeal_id,date,district,category,text,repeat_count,true_tier,is_urgent
817,2025-05-26,Турксибский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
818,2025-05-22,Медеуский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",0,medium,0
819,2025-03-28,Алмалинский р-н,Соцвопросы,Задержка выплаты пособия на ребёнка второй месяц подряд.,0,medium,1
820,2025-01-10,Бостандыкский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",1,medium,0
821,2025-09-04,Медеуский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",1,medium,1
822,2025-01-09,Алмалинский р-н,Благоустройство,"Открытая теплотрасса во дворе на ул. Толе би, есть риск ожога для детей.",1,high,1
823,2025-06-16,Алмалинский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
824,2025-03-16,Ауэзовский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",1,medium,0
825,2025-10-13,Ауэзовский р-н,Соцвопросы,Не могу записаться на приём к социальному работнику уже 3 недели.,1,medium,0
826,2025-10-24,Медеуский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",1,low,0
827,2025-07-29,Алмалинский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
828,2025-08-28,Медеуский р-н,Безопасность,"Не горит один фонарь на ул. Толе би, вечером немного темно.",0,low,0
829,2025-07-03,Медеуский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",2,medium,0
830,2025-06-02,Наурызбайский р-н,Безопасность,"Сломано ограждение возле детской площадки на ул. Сейфуллина, дети могут выйти на дорогу.",2,medium,0
831,2025-01-24,Турксибский р-н,Безопасность,"Сломано ограждение возле детской площадки на ул. Розыбакиева, дети могут выйти на дорогу.",2,medium,1
832,2025-04-10,Бостандыкский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",1,medium,0
833,2025-03-02,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
834,2025-02-28,Медеуский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",1,medium,1
835,2025-09-13,Медеуский р-н,Соцвопросы,Не могу записаться на приём к социальному работнику уже 3 недели.,0,medium,0
836,2025-06-17,Медеуский р-н,Дороги,"Стёрлась дорожная разметка возле мкр. Самал, просьба обновить.",0,low,0
837,2025-01-23,Алмалинский р-н,Соцвопросы,Не могу записаться на приём к социальному работнику уже 3 недели.,1,medium,1
838,2025-09-02,Ауэзовский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",3,medium,1
839,2025-07-23,Медеуский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",1,low,1
840,2025-04-20,Медеуский р-н,Безопасность,"Оборвался провод и висит над тротуаром на ул. Достык, есть риск поражения током.",4,high,1
841,2025-01-13,Алмалинский р-н,Соцвопросы,Семья с 3 детьми осталась без пособия и без средств на еду уже вторую неделю.,3,high,1
842,2025-06-19,Медеуский р-н,Безопасность,Хотелось бы больше освещения во дворе для вечерних прогулок.,1,low,0
843,2025-03-22,Наурызбайский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
844,2025-03-21,Ауэзовский р-н,Благоустройство,"Открытая теплотрасса во дворе на мкр. Аксай, есть риск ожога для детей.",4,high,1
845,2025-06-20,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
846,2025-04-16,Наурызбайский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,1
847,2025-09-21,Бостандыкский р-н,Благоустройство,"Не хватает урн во дворе на ул. Абая, мусор разбросан ветром.",0,low,1
848,2025-05-01,Наурызбайский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",2,medium,0
849,2025-02-15,Наурызбайский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,1
850,2025-01-20,Наурызбайский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,1,medium,1
851,2025-04-03,Медеуский р-н,Дороги,"Глубокий провал асфальта на мкр. Самал, машина чуть не попала в яму, аварийная ситуация.",2,high,0
852,2025-06-29,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,1,low,1
853,2025-05-03,Ауэзовский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
854,2025-07-24,Алмалинский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",1,medium,0
855,2025-07-20,Турксибский р-н,Соцвопросы,Задержка выплаты пособия на ребёнка второй месяц подряд.,0,medium,0
856,2025-03-02,Бостандыкский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
857,2025-10-06,Алмалинский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
858,2025-07-18,Бостандыкский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",3,medium,0
859,2025-07-14,Турксибский р-н,Дороги,"Крупная яма на дороге по мкр. Самал, машины объезжают по встречке.",2,medium,1
860,2025-05-30,Наурызбайский р-н,ЖКХ,"В подъезде перегорела лампочка на 7 этаже, просьба заменить.",0,low,0
861,2025-06-16,Медеуский р-н,Соцвопросы,Семья с 3 детьми осталась без пособия и без средств на еду уже вторую неделю.,3,high,1
862,2025-02-01,Алмалинский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",2,medium,1
863,2025-05-14,Алмалинский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
864,2025-05-31,Наурызбайский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",0,medium,0
865,2025-03-03,Алмалинский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",2,medium,1
866,2025-08-01,Алмалинский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,1,low,0
867,2025-05-12,Наурызбайский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",1,medium,0
868,2025-08-22,Медеуский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",1,medium,0
869,2025-02-25,Бостандыкский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
870,2025-08-15,Турксибский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
871,2025-06-17,Медеуский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",2,low,0
872,2025-07-30,Бостандыкский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",4,medium,0
873,2025-08-23,Наурызбайский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
874,2025-08-07,Ауэзовский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",2,medium,0
875,2025-05-05,Ауэзовский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",1,medium,0
876,2025-02-18,Наурызбайский р-н,Благоустройство,"Открытая теплотрасса во дворе на ул. Абая, есть риск ожога для детей.",2,high,1
877,2025-10-14,Алмалинский р-н,Соцвопросы,Задержка выплаты пособия на ребёнка второй месяц подряд.,1,medium,0
878,2025-04-16,Турксибский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Достык, просьба обновить.",0,low,0
879,2025-09-12,Медеуский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",1,medium,1
880,2025-07-10,Наурызбайский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
881,2025-06-09,Бостандыкский р-н,Безопасность,"Не горит один фонарь на ул. Сейфуллина, вечером немного темно.",0,low,0
882,2025-07-11,Ауэзовский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,1
883,2025-06-03,Наурызбайский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Достык, просьба обновить.",2,low,0
884,2025-06-19,Алмалинский р-н,ЖКХ,"В подъезде перегорела лампочка на 5 этаже, просьба заменить.",0,low,0
885,2025-04-06,Ауэзовский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
886,2025-03-07,Турксибский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Достык, просьба обновить.",0,low,0
887,2025-01-16,Медеуский р-н,ЖКХ,"В подъезде перегорела лампочка на 3 этаже, просьба заменить.",0,low,0
888,2025-07-09,Алмалинский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
889,2025-07-04,Турксибский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",2,medium,0
890,2025-08-11,Алмалинский р-н,ЖКХ,"Прорвало трубу с горячей водой, кипяток заливает первый этаж, срочно!",4,high,1
891,2025-02-28,Ауэзовский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",3,medium,0
892,2025-10-11,Ауэзовский р-н,Безопасность,Хотелось бы больше освещения во дворе для вечерних прогулок.,0,low,0
893,2025-05-20,Медеуский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,1,medium,1
894,2025-07-22,Турксибский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
895,2025-07-11,Медеуский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
896,2025-09-11,Турксибский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
897,2025-07-28,Турксибский р-н,Дороги,"Крупная яма на дороге по ул. Жандосова, машины объезжают по встречке.",3,medium,1
898,2025-02-07,Алмалинский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
899,2025-01-08,Ауэзовский р-н,Благоустройство,"Не хватает урн во дворе на ул. Толе би, мусор разбросан ветром.",0,low,0
900,2025-04-07,Ауэзовский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,0
901,2025-02-08,Бостандыкский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",2,medium,1
902,2025-03-02,Ауэзовский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
903,2025-04-09,Ауэзовский р-н,Дороги,"Стёрлась дорожная разметка возле мкр. Аксай, просьба обновить.",0,low,1
904,2025-08-22,Ауэзовский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,1,low,0
905,2025-08-13,Турксибский р-н,Дороги,"Крупная яма на дороге по ул. Жандосова, машины объезжают по встречке.",1,medium,0
906,2025-06-05,Наурызбайский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
907,2025-05-04,Наурызбайский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
908,2025-05-21,Алмалинский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
909,2025-03-07,Алмалинский р-н,Благоустройство,"Не хватает урн во дворе на ул. Розыбакиева, мусор разбросан ветром.",0,low,0
910,2025-01-10,Алмалинский р-н,Соцвопросы,"Пожилой человек не может получить экстренную соцпомощь, ситуация критическая.",5,high,1
911,2025-01-31,Турксибский р-н,Благоустройство,"Не хватает урн во дворе на мкр. Самал, мусор разбросан ветром.",0,low,0
912,2025-08-10,Алмалинский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
913,2025-05-14,Наурызбайский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
914,2025-02-18,Ауэзовский р-н,ЖКХ,"В подъезде перегорела лампочка на 3 этаже, просьба заменить.",1,low,0
915,2025-06-01,Медеуский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
916,2025-04-01,Медеуский р-н,Благоустройство,"Обрушился фрагмент забора стройки на пешеходную дорожку, опасно для прохожих.",5,high,1
917,2025-07-19,Бостандыкский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,0
918,2025-10-17,Алмалинский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,1
919,2025-10-18,Алмалинский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",1,low,0
920,2025-01-30,Медеуский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",0,medium,1
921,2025-03-05,Наурызбайский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
922,2025-07-17,Наурызбайский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,1,low,1
923,2025-03-13,Турксибский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
924,2025-02-15,Ауэзовский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
925,2025-07-18,Ауэзовский р-н,ЖКХ,"Прорвало трубу с горячей водой, кипяток заливает первый этаж, срочно!",2,high,1
926,2025-09-24,Бостандыкский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",2,medium,0
927,2025-08-15,Медеуский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",0,medium,0
928,2025-03-29,Ауэзовский р-н,Безопасность,Хотелось бы больше освещения во дворе для вечерних прогулок.,0,low,0
929,2025-06-22,Наурызбайский р-н,Благоустройство,"Открытая теплотрасса во дворе на мкр. Аксай, есть риск ожога для детей.",1,high,1
930,2025-09-12,Медеуский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",3,medium,1
931,2025-10-03,Турксибский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",0,low,0
932,2025-05-21,Турксибский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
933,2025-10-21,Турксибский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,4,medium,0
934,2025-06-03,Бостандыкский р-н,Дороги,"Крупная яма на дороге по ул. Сейфуллина, машины объезжают по встречке.",0,medium,1
935,2025-10-05,Турксибский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
936,2025-07-31,Бостандыкский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
937,2025-08-19,Ауэзовский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
938,2025-01-16,Алмалинский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,1
939,2025-09-27,Ауэзовский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",1,low,0
940,2025-05-27,Ауэзовский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,1
941,2025-03-06,Медеуский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",4,medium,0
942,2025-04-29,Бостандыкский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",2,medium,1
943,2025-03-12,Наурызбайский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,0,medium,0
944,2025-01-27,Бостандыкский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
945,2025-07-23,Медеуский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",0,medium,0
946,2025-03-04,Бостандыкский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",0,medium,1
947,2025-01-16,Бостандыкский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Жандосова, просьба обновить.",1,low,0
948,2025-10-23,Турксибский р-н,Благоустройство,"Не хватает урн во дворе на ул. Сейфуллина, мусор разбросан ветром.",1,low,0
949,2025-07-23,Бостандыкский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
950,2025-08-13,Наурызбайский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,1,low,0
951,2025-02-21,Ауэзовский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
952,2025-01-28,Алмалинский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
953,2025-06-21,Алмалинский р-н,Безопасность,"Сломано ограждение возле детской площадки на ул. Толе би, дети могут выйти на дорогу.",2,medium,0
954,2025-09-29,Медеуский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Сейфуллина, просьба обновить.",1,low,0
955,2025-09-08,Наурызбайский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
956,2025-05-17,Медеуский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
957,2025-10-23,Алмалинский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",1,medium,0
958,2025-08-28,Бостандыкский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",2,medium,1
959,2025-05-01,Ауэзовский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",0,low,0
960,2025-01-22,Ауэзовский р-н,Соцвопросы,Не могу записаться на приём к социальному работнику уже 3 недели.,0,medium,0
961,2025-04-26,Ауэзовский р-н,Соцвопросы,"Многодетная семья лишилась жилья, требуется немедленная помощь.",3,high,1
962,2025-10-20,Медеуский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
963,2025-04-22,Ауэзовский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
964,2025-09-12,Медеуский р-н,Дороги,"Крупная яма на дороге по ул. Жандосова, машины объезжают по встречке.",0,medium,0
965,2025-10-27,Алмалинский р-н,Дороги,"Крупная яма на дороге по мкр. Самал, машины объезжают по встречке.",1,medium,1
966,2025-01-20,Алмалинский р-н,Безопасность,"Не горит один фонарь на ул. Толе би, вечером немного темно.",0,low,0
967,2025-07-25,Бостандыкский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
968,2025-07-04,Бостандыкский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",2,medium,1
969,2025-04-26,Наурызбайский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",1,medium,0
970,2025-08-12,Наурызбайский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",1,medium,0
971,2025-07-31,Турксибский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",2,medium,0
972,2025-07-27,Турксибский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",1,medium,1
973,2025-02-14,Ауэзовский р-н,ЖКХ,"В подъезде перегорела лампочка на 6 этаже, просьба заменить.",0,low,0
974,2025-03-07,Турксибский р-н,ЖКХ,"В подъезде перегорела лампочка на 5 этаже, просьба заменить.",0,low,0
975,2025-02-06,Медеуский р-н,Дороги,"Глубокий провал асфальта на ул. Достык, машина чуть не попала в яму, аварийная ситуация.",2,high,1
976,2025-02-04,Медеуский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Жандосова, просьба обновить.",0,low,0
977,2025-02-17,Медеуский р-н,Благоустройство,"Обрушился фрагмент забора стройки на пешеходную дорожку, опасно для прохожих.",2,high,1
978,2025-03-23,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
979,2025-06-25,Бостандыкский р-н,Безопасность,Хотелось бы больше освещения во дворе для вечерних прогулок.,0,low,0
980,2025-01-10,Наурызбайский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
981,2025-08-04,Наурызбайский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",1,medium,1
982,2025-09-06,Наурызбайский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",0,medium,1
983,2025-06-30,Наурызбайский р-н,Безопасность,"Не горит один фонарь на ул. Розыбакиева, вечером немного темно.",1,low,0
984,2025-05-09,Ауэзовский р-н,Дороги,"Крупная яма на дороге по мкр. Самал, машины объезжают по встречке.",0,medium,1
985,2025-10-20,Ауэзовский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,0
986,2025-08-14,Наурызбайский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
987,2025-05-24,Ауэзовский р-н,ЖКХ,"В подъезде перегорела лампочка на 4 этаже, просьба заменить.",0,low,0
988,2025-04-17,Алмалинский р-н,ЖКХ,"Прорвало трубу с горячей водой, кипяток заливает первый этаж, срочно!",0,high,1
989,2025-01-25,Ауэзовский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
990,2025-02-23,Турксибский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
991,2025-05-01,Медеуский р-н,Благоустройство,"Аварийное дерево во дворе накренилось после ветра, может упасть на игровую площадку.",2,high,1
992,2025-09-15,Медеуский р-н,ЖКХ,"Течёт газ на кухне, чувствуется сильный запах, боимся находиться дома.",1,high,1
993,2025-01-03,Алмалинский р-н,Благоустройство,"Не хватает урн во дворе на мкр. Самал, мусор разбросан ветром.",0,low,0
994,2025-09-26,Алмалинский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",1,medium,1
995,2025-10-11,Ауэзовский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Толе би, просьба обновить.",0,low,0
996,2025-10-16,Бостандыкский р-н,Благоустройство,"Не хватает урн во дворе на ул. Абая, мусор разбросан ветром.",0,low,0
997,2025-01-28,Медеуский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
998,2025-05-17,Турксибский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,1,medium,0
999,2025-04-04,Турксибский р-н,Дороги,"Глубокий провал асфальта на ул. Жандосова, машина чуть не попала в яму, аварийная ситуация.",3,high,1
1000,2025-01-20,Медеуский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",2,medium,0
1001,2025-06-03,Алмалинский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
1002,2025-08-23,Медеуский р-н,ЖКХ,"В подъезде перегорела лампочка на 2 этаже, просьба заменить.",0,low,0
1003,2025-08-28,Наурызбайский р-н,Безопасность,"Открытый колодец без ограждения возле школы на мкр. Аксай, ребёнок чуть не упал.",4,high,1
1004,2025-10-20,Ауэзовский р-н,ЖКХ,"Прорвало трубу с горячей водой, кипяток заливает первый этаж, срочно!",1,high,1
1005,2025-09-25,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,1,low,0
1006,2025-09-07,Алмалинский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
1007,2025-06-07,Турксибский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",2,medium,0
1008,2025-02-24,Наурызбайский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",2,medium,0
1009,2025-09-21,Алмалинский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",1,medium,0
1010,2025-10-05,Медеуский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,1,low,0
1011,2025-04-08,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
1012,2025-05-22,Алмалинский р-н,Соцвопросы,"Многодетная семья лишилась жилья, требуется немедленная помощь.",4,high,1
1013,2025-08-16,Ауэзовский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",3,medium,1
1014,2025-05-12,Турксибский р-н,ЖКХ,"В подъезде перегорела лампочка на 4 этаже, просьба заменить.",0,low,0
1015,2025-04-21,Алмалинский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",1,medium,0
1016,2025-03-12,Наурызбайский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",0,medium,1
1017,2025-05-18,Ауэзовский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",2,medium,0
1018,2025-09-01,Алмалинский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
1019,2025-07-03,Турксибский р-н,Благоустройство,"Не хватает урн во дворе на ул. Толе би, мусор разбросан ветром.",0,low,0
1020,2025-07-12,Медеуский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
1021,2025-05-09,Ауэзовский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",0,medium,0
1022,2025-02-03,Турксибский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",0,low,0
1023,2025-03-03,Наурызбайский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,2,low,0
1024,2025-10-14,Наурызбайский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",1,medium,0
1025,2025-10-03,Наурызбайский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
1026,2025-09-07,Наурызбайский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",1,medium,0
1027,2025-03-28,Алмалинский р-н,ЖКХ,"В подъезде перегорела лампочка на 8 этаже, просьба заменить.",0,low,0
1028,2025-03-16,Наурызбайский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",0,medium,0
1029,2025-08-30,Медеуский р-н,Дороги,"Крупная яма на дороге по мкр. Самал, машины объезжают по встречке.",1,medium,0
1030,2025-07-17,Турксибский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",1,low,0
1031,2025-09-16,Ауэзовский р-н,ЖКХ,"В подъезде перегорела лампочка на 6 этаже, просьба заменить.",1,low,0
1032,2025-04-14,Алмалинский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Толе би, просьба обновить.",1,low,0
1033,2025-07-18,Ауэзовский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
1034,2025-07-12,Турксибский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
1035,2025-05-01,Алмалинский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",0,low,0
1036,2025-04-12,Алмалинский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
1037,2025-05-11,Бостандыкский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",1,low,0
1038,2025-01-14,Алмалинский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",1,low,0
1039,2025-07-07,Бостандыкский р-н,ЖКХ,"В подъезде перегорела лампочка на 3 этаже, просьба заменить.",0,low,0
1040,2025-10-01,Медеуский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
1041,2025-08-02,Бостандыкский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",2,medium,1
1042,2025-02-12,Алмалинский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,1
1043,2025-03-30,Алмалинский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",0,medium,0
1044,2025-05-07,Наурызбайский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
